code_commune,num_bdv,code_circ_full,code_circ,nom_commune
95637,1,9510,10,Vauréal
95637,10,9510,10,Vauréal
95637,11,9510,10,Vauréal
95637,12,9510,10,Vauréal
95637,2,9510,10,Vauréal
95637,3,9510,10,Vauréal
95637,4,9510,10,Vauréal
95637,5,9510,10,Vauréal
95637,6,9510,10,Vauréal
95637,7,9510,10,Vauréal
95637,8,9510,10,Vauréal
95637,9,9510,10,Vauréal
95641,1,9509,09,Vémars
95651,1,9501,01,Vétheuil
95652,1,9502,02,Viarmes
95652,2,9502,02,Viarmes
95652,3,9502,02,Viarmes
95656,1,9501,01,Vienne-en-Arthies
95658,1,9501,01,Vigny
95660,1,9502,02,Villaines-sous-Bois
95675,1,9509,09,Villeron
95676,1,9501,01,Villers-en-Arthies
95678,1,9502,02,Villiers-Adam
95680,1,9508,08,Villiers-le-Bel
95680,10,9508,08,Villiers-le-Bel
95680,11,9508,08,Villiers-le-Bel
95680,12,9508,08,Villiers-le-Bel
95680,13,9508,08,Villiers-le-Bel
95680,2,9508,08,Villiers-le-Bel
95680,3,9508,08,Villiers-le-Bel
95680,4,9508,08,Villiers-le-Bel
95680,5,9508,08,Villiers-le-Bel
95680,6,9508,08,Villiers-le-Bel
95680,7,9508,08,Villiers-le-Bel
95680,8,9508,08,Villiers-le-Bel
95680,9,9508,08,Villiers-le-Bel
95682,1,9509,09,Villiers-le-Sec
95690,1,9501,01,Wy-dit-Joli-Village
