key,left_leg24,centre_leg24,right_leg24,far_right_leg24,left_leg22,centre_leg22,right_leg22,far_right_leg22,left_leg17,centre_leg17,right_leg17,far_right_leg17,left_pres22,centre_pres22,right_pres22,far_right_pres22,left_euro24,centre_euro24,right_euro24,far_right_euro24,winner_t2_24,proj_left,proj_rn,margin_left,scenario
6708,10.87,23.51,19.38,46.24,3.32,24.59,21.99,30.86,9.05,32.98,30.2,19.49,10.74,0.0,0.0,0.0,18.46,16.75,9.14,49.82,FAR_RIGHT,30.4,57.1,-26.7,bastion_rn
6709,16.2,29.24,8.85,41.56,0.0,49.64,0.0,27.1,11.23,40.29,23.25,15.59,13.55,0.0,0.0,0.0,22.2,17.79,9.42,44.96,CENTRE,36.2,49.3,-13.1,bastion_rn
6801,18.44,30.4,13.32,35.79,4.28,34.58,20.57,23.1,12.14,26.24,40.63,12.56,17.65,0.0,0.0,0.0,27.35,15.88,8.04,42.42,CENTRE,40.4,45.4,-5.0,bastion_rn
6802,15.86,32.46,8.22,38.07,5.27,28.51,20.69,23.32,13.92,35.92,26.67,13.99,15.33,0.0,0.0,0.0,26.6,17.17,7.91,41.41,CENTRE,37.6,46.1,-8.5,bastion_rn
6803,17.3,24.93,13.41,41.06,6.63,24.72,17.93,25.33,11.2,31.84,32.03,12.85,14.01,0.0,0.0,0.0,22.74,16.44,8.13,45.9,CENTRE,36.0,49.9,-13.9,bastion_rn
6804,18.82,0.0,31.39,46.21,6.3,19.35,22.25,31.28,15.53,37.69,17.25,16.67,15.39,0.0,0.0,0.0,24.36,13.0,6.91,49.6,RIGHT,27.6,58.1,-30.5,bastion_rn
6805,29.23,37.23,0.0,30.7,6.79,40.31,5.41,22.05,15.65,32.94,30.46,14.01,23.76,0.0,0.0,0.0,35.08,16.36,7.45,35.44,CENTRE,51.6,36.3,15.3,bastion_gauche
6806,24.32,30.19,0.15,42.1,5.53,36.86,0.53,31.47,15.88,48.93,8.39,18.91,22.03,0.0,0.0,0.0,29.74,13.49,6.15,44.81,CENTRE,42.5,46.7,-4.2,rn_resistant
6901,45.56,29.53,5.81,18.89,3.76,32.96,9.93,13.26,25.83,47.5,13.45,8.48,31.9,0.0,0.0,0.0,50.35,15.65,8.29,21.62,LEFT,64.9,25.5,39.4,bastion_gauche
6902,50.4,25.12,7.74,15.09,7.93,28.72,9.32,11.04,36.05,47.52,9.54,5.0,34.36,0.0,0.0,0.0,55.58,14.94,9.13,16.84,LEFT,67.6,21.8,45.8,bastion_gauche
6903,53.54,22.4,8.29,15.65,6.47,28.51,8.3,11.77,29.61,44.78,13.87,7.27,35.75,0.0,0.0,0.0,56.93,14.19,7.63,17.58,T1_WIN,69.3,22.2,47.1,bastion_gauche
6904,39.38,31.02,10.37,18.99,2.12,34.1,16.49,13.78,20.24,45.79,24.17,6.54,24.35,0.0,0.0,0.0,44.36,18.09,12.14,21.87,LEFT,60.9,27.6,33.3,bastion_gauche
6905,27.11,32.04,13.95,26.89,2.97,36.12,17.43,18.41,15.89,45.8,26.88,8.91,17.58,0.0,0.0,0.0,33.47,19.71,12.77,30.17,CENTRE,50.2,37.0,13.2,bascule_probable
6906,68.44,0.0,12.35,18.99,9.59,29.96,0.0,15.23,38.96,36.69,12.24,10.17,38.3,0.0,0.0,0.0,56.6,10.77,5.87,22.22,LEFT,71.9,23.7,48.2,bastion_gauche
6907,47.21,27.05,3.52,22.22,7.61,18.0,23.97,15.18,30.0,32.08,22.05,12.53,38.03,0.0,0.0,0.0,48.51,12.03,6.55,27.72,LEFT,64.4,27.6,36.8,bastion_gauche
6908,23.56,21.18,20.66,34.59,6.4,28.85,21.97,22.94,16.8,37.03,33.19,10.91,17.02,0.0,0.0,0.0,28.33,16.78,11.34,38.31,FAR_RIGHT,42.1,45.6,-3.5,rn_resistant
6909,23.92,14.38,25.4,35.41,2.88,22.06,27.64,24.63,16.46,36.02,29.81,16.75,17.85,0.0,0.0,0.0,28.69,15.56,9.06,41.78,RIGHT,39.7,47.2,-7.5,bastion_rn
6910,24.39,32.54,10.84,32.22,4.06,36.1,17.23,19.18,18.5,46.66,20.38,13.24,16.48,0.0,0.0,0.0,30.95,18.48,10.66,35.17,CENTRE,46.9,41.2,5.7,bascule_possible
6911,26.53,26.93,9.73,36.81,4.79,30.55,15.32,26.01,22.05,39.2,21.32,16.23,20.3,0.0,0.0,0.0,31.24,14.76,7.92,41.08,CENTRE,45.4,44.5,0.9,rn_resistant
6912,31.02,28.88,13.9,26.2,6.36,30.7,22.08,16.77,22.75,41.92,24.4,9.98,20.94,0.0,0.0,0.0,36.43,17.96,12.03,29.25,CENTRE,52.2,35.8,16.4,bastion_gauche
6913,28.38,24.21,10.07,37.34,4.05,28.44,15.5,28.36,19.49,33.99,28.5,15.78,21.64,0.0,0.0,0.0,32.89,13.89,7.6,41.25,FAR_RIGHT,45.7,44.8,0.9,rn_resistant
6914,50.6,15.62,4.6,29.18,3.78,27.13,0.0,28.79,34.24,43.04,0.0,19.78,40.76,0.0,0.0,0.0,49.4,9.15,4.21,31.93,LEFT,61.3,33.3,28.0,bastion_gauche
7001,18.53,29.99,0.0,49.99,1.46,22.43,19.76,35.64,19.09,28.58,29.82,20.97,16.17,0.0,0.0,0.0,23.42,12.37,7.05,50.68,FAR_RIGHT,36.5,54.5,-18.0,bastion_rn
7002,24.22,13.81,10.91,51.07,1.51,35.51,2.51,37.63,19.22,32.34,15.36,21.96,16.88,0.0,0.0,0.0,23.16,10.69,6.17,53.59,T1_WIN,35.6,57.3,-21.7,bastion_rn
7101,28.44,30.6,4.66,36.3,0.0,36.07,8.96,26.25,22.86,37.87,26.18,12.05,19.58,0.0,0.0,0.0,32.71,16.47,7.53,37.66,CENTRE,48.1,42.7,5.4,bascule_possible
7102,18.8,9.77,33.58,37.85,0.0,16.24,36.81,23.85,24.0,31.35,29.19,14.33,16.21,0.0,0.0,0.0,23.85,15.02,9.26,44.73,RIGHT,34.1,52.1,-18.0,bastion_rn
7103,20.49,25.1,9.93,44.12,3.81,31.74,10.46,31.18,30.72,33.02,19.19,16.47,17.04,0.0,0.0,0.0,26.25,14.38,6.87,45.87,FAR_RIGHT,38.3,51.7,-13.4,bastion_rn
7104,32.0,0.0,22.33,45.67,0.0,20.4,12.8,30.75,31.06,24.14,26.18,18.06,17.06,0.0,0.0,0.0,24.37,12.34,6.85,48.94,FAR_RIGHT,38.3,54.2,-15.9,bastion_rn
7105,24.86,20.74,19.28,35.12,6.86,23.71,21.08,22.81,34.06,30.09,19.66,14.54,20.77,0.0,0.0,0.0,30.72,14.16,6.78,42.88,FAR_RIGHT,42.7,45.6,-2.9,rn_resistant
7201,26.46,30.84,9.1,33.6,9.95,25.99,17.44,22.62,29.48,31.06,24.99,11.65,19.11,0.0,0.0,0.0,33.31,16.38,8.79,36.77,CENTRE,47.5,41.7,5.8,bascule_possible
7202,41.45,23.09,0.0,35.29,9.22,18.79,8.61,25.17,42.48,41.76,0.0,15.04,22.44,0.0,0.0,0.0,35.06,13.67,6.21,40.26,LEFT,55.3,38.8,16.5,bastion_gauche
7203,20.17,29.17,5.07,45.58,6.11,26.05,11.48,32.97,26.2,32.1,22.2,16.98,17.16,0.0,0.0,0.0,26.47,13.92,6.62,47.49,CENTRE,39.1,51.9,-12.8,bastion_rn
7204,27.08,25.88,7.37,39.26,16.67,19.09,11.83,25.98,50.51,0.0,28.05,14.66,18.84,0.0,0.0,0.0,31.59,14.55,7.26,41.94,LEFT,44.7,45.9,-1.2,rn_resistant
7205,28.25,31.28,0.0,40.47,11.31,33.73,4.12,29.19,22.54,31.68,27.24,15.02,17.64,0.0,0.0,0.0,29.32,15.85,8.35,41.33,CENTRE,47.0,45.2,1.8,bascule_possible
7301,27.06,35.24,0.0,37.7,3.33,27.4,17.62,25.01,19.0,33.75,29.51,11.12,18.48,0.0,0.0,0.0,31.62,15.96,8.41,38.89,CENTRE,48.2,43.0,5.2,bascule_possible
7302,23.66,0.0,36.84,37.04,4.34,15.72,31.25,24.07,22.73,0.0,32.87,14.12,19.01,0.0,0.0,0.0,29.94,13.5,9.13,41.7,RIGHT,34.0,51.0,-17.0,bastion_rn
7303,23.17,0.0,40.86,35.98,4.14,15.78,33.1,23.32,19.04,31.8,20.73,16.56,19.05,0.0,0.0,0.0,31.62,12.69,8.44,41.97,RIGHT,34.6,51.5,-16.9,bastion_rn
7304,37.75,27.88,0.0,32.2,0.0,26.21,10.16,23.3,42.86,35.23,8.79,10.02,26.69,0.0,0.0,0.0,43.98,13.7,6.79,30.81,LEFT,54.5,36.4,18.1,bastion_gauche
7401,23.68,35.64,8.28,32.28,1.82,36.35,13.07,21.65,17.8,47.96,18.84,11.87,16.82,0.0,0.0,0.0,32.98,18.58,9.08,34.22,CENTRE,47.4,40.8,6.6,bascule_possible
7402,27.65,33.27,7.55,30.02,6.65,29.03,19.12,19.12,19.45,40.72,27.57,8.79,19.43,0.0,0.0,0.0,35.17,17.58,8.89,32.83,CENTRE,49.7,37.9,11.8,bascule_probable
7403,25.09,0.0,32.37,39.68,1.46,22.9,23.01,22.2,17.05,37.27,30.57,11.91,18.74,0.0,0.0,0.0,31.26,14.14,7.35,41.45,RIGHT,34.2,52.0,-17.8,bastion_rn
7404,28.03,4.04,37.25,28.85,4.54,20.86,31.24,17.97,16.89,36.58,32.62,11.01,21.89,0.0,0.0,0.0,34.23,16.02,7.84,35.87,RIGHT,40.9,43.6,-2.7,rn_resistant
7405,24.23,31.08,7.06,33.52,5.66,28.06,18.22,22.51,17.42,36.22,26.93,9.79,17.9,0.0,0.0,0.0,30.99,16.81,7.78,38.27,CENTRE,44.9,40.9,4.0,bascule_possible
7406,23.33,34.68,5.78,36.21,9.89,36.5,6.57,25.24,13.32,34.36,26.49,10.42,18.09,0.0,0.0,0.0,30.05,16.14,8.09,39.77,CENTRE,45.8,43.6,2.2,bascule_possible
7501,32.46,45.65,10.12,11.62,1.22,46.71,13.73,9.27,20.58,50.8,22.92,2.64,23.31,0.0,0.0,0.0,44.19,23.91,13.63,15.73,CENTRE,62.7,22.3,40.4,bastion_gauche
7502,34.71,44.0,8.9,12.38,1.56,35.66,18.23,9.45,18.85,41.81,33.56,2.79,19.32,0.0,0.0,0.0,42.74,23.89,14.65,15.97,CENTRE,63.6,22.4,41.2,bastion_gauche
7503,47.86,34.4,7.93,9.81,6.29,32.51,13.16,7.79,31.59,60.59,1.28,4.17,30.43,0.0,0.0,0.0,55.5,18.88,9.31,13.25,LEFT,70.7,18.0,52.7,bastion_gauche
7504,18.26,37.19,26.55,17.7,3.26,41.51,29.15,12.17,9.02,46.0,39.55,3.64,11.85,0.0,0.0,0.0,25.12,24.22,23.14,25.18,CENTRE,48.0,33.4,14.6,bascule_probable
7505,56.64,31.25,4.15,7.96,4.42,34.3,4.78,6.23,40.3,43.63,8.66,2.81,35.15,0.0,0.0,0.0,65.23,16.16,6.05,10.04,T1_WIN,76.6,14.2,62.4,bastion_gauche
7506,61.86,25.1,3.93,8.35,7.97,25.62,3.93,6.28,46.03,44.85,1.01,2.88,43.78,0.0,0.0,0.0,70.48,11.61,5.01,9.94,T1_WIN,78.0,13.6,64.4,bastion_gauche
7507,52.21,33.86,4.94,8.98,9.53,35.88,5.06,7.01,37.51,42.98,12.71,3.15,31.52,0.0,0.0,0.0,61.52,17.09,7.36,11.39,T1_WIN,73.9,15.9,58.0,bastion_gauche
7508,51.53,30.42,5.27,12.75,6.79,28.72,11.3,9.89,37.16,39.59,16.17,4.66,32.93,0.0,0.0,0.0,57.1,15.75,8.02,15.5,T1_WIN,71.3,19.3,52.0,bastion_gauche
7509,54.56,24.5,8.12,12.82,8.36,26.77,9.09,10.42,43.09,37.18,10.02,5.81,36.79,0.0,0.0,0.0,60.45,14.29,6.17,15.16,T1_WIN,71.5,19.6,51.9,bastion_gauche
7510,53.96,26.17,5.96,12.66,5.16,34.57,5.88,9.77,34.92,42.46,12.94,5.54,35.31,0.0,0.0,0.0,59.98,14.97,6.62,14.72,T1_WIN,71.3,18.9,52.4,bastion_gauche
7511,45.39,36.02,7.02,11.52,1.76,37.3,12.2,8.71,32.44,41.28,17.98,3.17,25.68,0.0,0.0,0.0,51.95,20.55,10.71,13.71,LEFT,69.0,19.6,49.4,bastion_gauche
7512,30.78,40.15,12.97,16.1,1.44,44.9,17.56,12.98,15.75,46.98,30.69,4.11,17.51,0.0,0.0,0.0,39.27,23.07,16.65,18.29,CENTRE,58.5,27.1,31.4,bastion_gauche
7513,38.96,38.85,6.12,15.64,2.9,38.94,14.02,13.11,20.48,43.58,29.67,4.24,22.85,0.0,0.0,0.0,44.97,20.42,12.67,18.37,CENTRE,64.0,23.8,40.2,bastion_gauche
7514,14.15,48.46,17.7,19.7,1.3,39.72,33.28,13.89,6.9,44.2,43.08,3.97,9.59,0.0,0.0,0.0,22.54,24.85,25.25,25.14,CENTRE,48.2,33.7,14.5,bascule_probable
7515,65.47,20.89,3.57,10.02,19.39,18.32,6.02,7.14,63.7,0.0,26.07,5.78,46.12,0.0,0.0,0.0,69.39,10.59,4.76,12.08,LEFT,79.0,14.5,64.5,bastion_gauche
7516,65.19,20.12,4.41,10.28,7.37,21.23,5.84,6.91,47.23,38.73,7.52,4.93,46.59,0.0,0.0,0.0,68.0,9.97,5.71,13.04,T1_WIN,78.5,15.0,63.5,bastion_gauche
7517,66.62,19.43,3.96,9.99,7.47,19.91,4.58,8.18,52.65,30.99,7.03,4.75,51.5,0.0,0.0,0.0,71.52,8.7,4.34,12.4,T1_WIN,79.4,14.4,65.0,bastion_gauche
7518,53.78,33.92,4.18,7.98,3.97,35.57,5.8,6.56,56.53,0.0,32.42,4.4,36.27,0.0,0.0,0.0,65.39,15.27,5.99,10.45,T1_WIN,75.3,14.7,60.6,bastion_gauche
7601,46.29,27.89,5.78,20.03,14.06,28.2,8.63,13.36,37.82,34.64,16.01,9.28,29.72,0.0,0.0,0.0,49.14,16.3,8.03,22.49,LEFT,64.6,26.4,38.2,bastion_gauche
7602,25.74,27.73,10.85,35.69,3.97,32.97,13.13,24.87,23.61,40.01,18.89,15.31,17.35,0.0,0.0,0.0,30.52,17.81,8.65,37.95,CENTRE,45.4,44.0,1.4,bascule_possible
7603,50.27,13.78,6.39,29.56,13.06,16.41,3.64,20.87,49.32,27.16,5.51,16.57,34.75,0.0,0.0,0.0,49.61,9.79,3.31,32.49,LEFT,60.3,34.1,26.2,bastion_gauche
7604,34.82,24.71,0.0,40.47,23.47,17.99,0.01,30.11,45.07,25.93,7.36,20.05,26.87,0.0,0.0,0.0,36.09,10.65,3.84,43.94,LEFT,49.6,44.2,5.4,bascule_possible
7605,34.87,22.35,0.0,42.78,2.39,25.81,4.94,31.26,58.96,0.0,21.12,18.82,19.58,0.0,0.0,0.0,28.84,13.26,5.84,46.07,LEFT,48.3,46.1,2.2,bascule_possible
7606,35.7,0.0,17.99,46.31,3.81,20.92,6.15,30.63,34.31,42.0,0.0,22.78,16.34,0.0,0.0,0.0,23.26,13.28,6.56,50.39,FAR_RIGHT,40.7,53.1,-12.4,bastion_rn
7607,31.97,34.83,2.63,30.56,7.31,39.13,4.16,21.91,47.99,0.0,35.14,13.32,23.12,0.0,0.0,0.0,35.91,18.58,6.67,33.99,CENTRE,53.6,36.8,16.8,bastion_gauche
7608,44.15,21.24,3.29,31.32,2.2,24.4,0.0,23.37,47.97,22.5,13.48,14.48,32.42,0.0,0.0,0.0,41.14,11.55,3.74,38.5,LEFT,57.8,35.8,22.0,bastion_gauche
7609,20.26,32.69,0.0,47.05,5.55,34.15,5.1,33.31,36.33,43.51,0.0,19.53,17.5,0.0,0.0,0.0,25.19,14.04,6.06,47.76,CENTRE,39.9,52.0,-12.1,bastion_rn
7610,18.79,25.55,8.01,47.65,2.2,30.58,7.14,34.49,24.97,34.22,16.56,21.89,15.04,0.0,0.0,0.0,23.09,13.92,7.51,49.1,FAR_RIGHT,36.4,54.5,-18.1,bastion_rn
7701,35.52,29.04,0.68,34.76,5.87,27.24,11.45,25.53,22.08,37.39,22.01,16.96,27.14,0.0,0.0,0.0,37.31,13.65,7.09,37.04,LEFT,53.1,39.4,13.7,bascule_probable
7702,29.07,33.73,0.0,36.91,6.4,27.76,14.54,26.37,18.17,35.11,28.45,17.31,20.9,0.0,0.0,0.0,32.4,14.35,8.62,38.76,CENTRE,49.3,42.0,7.3,bascule_probable
7703,30.19,0.0,31.68,38.13,5.48,15.03,23.89,28.57,33.33,40.15,1.26,23.7,25.19,0.0,0.0,0.0,33.29,11.07,5.89,43.63,RIGHT,39.1,50.2,-11.1,bastion_rn
7704,22.77,0.0,28.01,49.22,2.32,16.77,21.92,36.8,18.92,26.05,32.42,22.07,18.71,0.0,0.0,0.0,22.95,10.05,8.25,52.76,FAR_RIGHT,30.6,59.9,-29.3,bastion_rn
7705,26.3,31.43,0.0,41.77,7.12,29.27,8.14,31.41,36.04,0.0,39.94,23.18,21.32,0.0,0.0,0.0,28.73,13.01,6.69,45.57,CENTRE,45.2,46.5,-1.3,rn_resistant
7706,32.49,0.0,26.7,40.81,5.73,17.82,14.74,33.81,23.16,30.33,23.9,21.18,27.26,0.0,0.0,0.0,33.3,9.82,6.3,45.23,FAR_RIGHT,40.0,51.0,-11.0,bastion_rn
7707,33.89,28.02,0.0,38.09,2.82,24.02,9.82,30.93,26.48,31.82,19.73,19.44,28.39,0.0,0.0,0.0,37.49,11.36,5.76,40.48,LEFT,50.7,42.3,8.4,bascule_probable
7708,37.61,33.03,0.0,29.36,4.42,30.61,8.18,23.13,29.89,42.09,14.5,12.52,27.77,0.0,0.0,0.0,39.93,15.42,6.79,32.53,LEFT,57.4,34.3,23.1,bastion_gauche
7709,30.41,21.57,6.88,36.61,4.8,24.94,11.66,27.9,25.92,35.99,19.57,16.96,24.4,0.0,0.0,0.0,34.05,13.11,6.6,40.74,LEFT,45.3,42.5,2.8,bascule_possible
7710,45.28,19.77,11.15,23.8,4.02,25.51,11.5,18.12,33.05,50.89,2.47,12.67,35.89,0.0,0.0,0.0,48.73,12.95,6.05,27.53,LEFT,60.3,31.0,29.3,bastion_gauche
7711,55.56,14.31,29.38,0.33,2.12,26.83,0.0,22.83,44.49,30.39,8.34,15.71,36.55,0.0,0.0,0.0,45.65,11.16,4.85,32.96,T1_WIN,72.4,13.6,58.8,bastion_gauche
7801,29.17,33.55,16.22,20.81,1.7,33.08,18.51,21.08,18.81,42.15,31.57,6.44,21.29,0.0,0.0,0.0,36.47,18.0,18.15,23.67,CENTRE,53.8,32.0,21.8,bastion_gauche
7802,27.04,35.01,14.51,23.19,6.37,37.43,14.57,17.95,17.94,43.84,26.06,7.05,18.08,0.0,0.0,0.0,36.52,20.57,13.26,25.35,CENTRE,52.1,34.0,18.1,bastion_gauche
7803,24.11,34.49,16.96,24.45,6.11,54.46,0.37,20.78,14.12,47.06,30.85,6.96,15.5,0.0,0.0,0.0,29.21,22.18,16.42,28.46,CENTRE,49.6,36.1,13.5,bascule_probable
7804,28.05,41.24,9.28,21.43,2.56,42.34,13.2,15.18,17.75,47.92,26.49,6.29,19.3,0.0,0.0,0.0,38.3,22.06,12.69,23.25,CENTRE,55.4,31.1,24.3,bastion_gauche
7805,28.32,45.36,22.9,3.42,3.18,36.59,21.31,14.62,19.26,47.15,27.34,5.33,21.87,0.0,0.0,0.0,37.89,21.18,12.72,24.08,CENTRE,61.9,18.9,43.0,bastion_gauche
7806,30.83,38.33,7.8,22.9,2.34,37.78,17.73,16.32,14.86,47.91,28.36,7.08,21.79,0.0,0.0,0.0,37.05,21.63,12.51,24.95,CENTRE,56.0,31.6,24.4,bastion_gauche
7807,36.29,29.32,7.64,26.74,6.05,29.55,14.84,19.32,23.2,60.15,2.66,11.37,25.23,0.0,0.0,0.0,40.68,16.7,8.37,29.75,LEFT,56.0,34.0,22.0,bastion_gauche
7808,46.07,19.86,0.0,30.99,1.71,24.35,7.85,27.17,29.5,24.87,22.13,17.75,38.43,0.0,0.0,0.0,44.93,10.12,4.91,35.47,LEFT,58.0,34.0,24.0,bastion_gauche
7809,33.45,21.35,8.9,35.77,5.07,26.34,13.94,27.9,20.41,37.76,22.72,17.53,26.04,0.0,0.0,0.0,33.84,14.04,7.58,38.87,LEFT,48.8,42.4,6.4,bascule_possible
7810,28.14,33.59,8.71,29.57,6.3,33.43,17.13,20.01,21.91,46.63,20.35,9.54,19.45,0.0,0.0,0.0,34.01,18.29,10.36,32.08,CENTRE,50.7,37.9,12.8,bascule_probable
7811,44.46,29.25,0.0,24.06,4.24,25.09,17.9,16.79,33.8,32.98,23.09,8.35,33.49,0.0,0.0,0.0,46.24,14.98,8.34,25.94,CENTRE,62.0,28.4,33.6,bastion_gauche
7812,32.11,40.75,0.0,26.35,9.18,38.85,7.48,17.98,21.26,41.55,27.29,8.4,24.12,0.0,0.0,0.0,38.45,18.34,9.49,29.07,CENTRE,56.6,32.5,24.1,bastion_gauche
7901,33.9,40.24,0.0,25.85,3.33,51.27,0.0,15.85,30.16,51.96,7.25,8.46,22.19,0.0,0.0,0.0,41.5,18.01,6.64,28.41,CENTRE,58.0,31.9,26.1,bastion_gauche
7902,39.49,15.98,9.26,35.27,7.27,25.08,6.34,23.87,43.69,31.6,12.73,11.1,20.47,0.0,0.0,0.0,33.68,15.75,6.09,37.35,LEFT,51.7,41.2,10.5,bascule_probable
7903,20.15,31.14,13.48,35.23,0.0,34.27,15.58,22.92,25.97,40.18,19.08,12.93,15.85,0.0,0.0,0.0,26.95,18.58,8.07,39.72,CENTRE,42.6,45.0,-2.4,rn_resistant
8001,35.16,24.15,0.0,40.69,2.01,23.56,7.01,26.19,32.63,34.13,13.38,17.52,22.9,0.0,0.0,0.0,28.81,13.17,5.48,44.98,LEFT,49.6,44.3,5.3,bascule_possible
8002,30.58,34.39,6.7,28.34,2.14,38.66,7.56,19.49,23.24,50.81,12.45,12.33,25.26,0.0,0.0,0.0,37.43,17.93,7.4,31.87,LEFT,53.1,36.0,17.1,bastion_gauche
8003,16.09,6.26,27.7,49.96,2.51,18.41,26.57,34.39,24.9,26.09,21.93,24.44,14.17,0.0,0.0,0.0,17.61,12.4,7.13,51.07,FAR_RIGHT,27.6,61.4,-33.8,bastion_rn
8004,18.43,18.47,13.48,49.62,1.73,25.1,14.5,37.47,19.1,36.88,18.08,24.22,15.42,0.0,0.0,0.0,20.42,13.47,7.09,51.22,FAR_RIGHT,33.3,57.5,-24.2,bastion_rn
8005,15.06,19.49,8.18,57.26,1.53,19.94,18.42,38.48,17.89,53.85,0.0,22.81,14.9,0.0,0.0,0.0,16.82,12.04,6.28,57.2,T1_WIN,29.0,63.3,-34.3,bastion_rn
8101,29.63,29.52,0.0,40.84,11.8,19.29,21.77,24.95,27.79,0.0,40.78,17.5,19.77,0.0,0.0,0.0,31.73,12.9,6.61,39.87,CENTRE,47.3,45.3,2.0,bascule_possible
8102,32.3,21.7,5.37,39.24,6.81,28.34,0.0,29.18,37.25,34.29,7.15,18.9,24.44,0.0,0.0,0.0,37.06,10.81,5.06,38.76,LEFT,46.8,44.5,2.3,bascule_possible
8103,26.44,28.6,0.0,43.64,9.01,22.22,17.25,26.27,26.84,32.48,23.53,16.32,20.04,0.0,0.0,0.0,30.1,11.81,7.48,42.33,CENTRE,43.6,47.9,-4.3,rn_resistant
8201,38.67,16.18,0.0,43.93,7.98,17.33,9.26,28.27,36.05,29.1,15.77,18.52,21.19,0.0,0.0,0.0,31.54,11.22,6.18,42.61,FAR_RIGHT,48.4,46.4,2.0,bascule_possible
8202,34.76,15.6,0.0,49.17,20.19,20.58,0.0,36.03,54.78,0.0,19.94,21.63,18.05,0.0,0.0,0.0,26.42,10.11,5.0,49.26,FAR_RIGHT,44.1,51.5,-7.4,bastion_rn
8301,23.72,31.37,0.0,44.91,4.81,31.0,6.64,36.39,14.95,31.8,29.46,22.92,19.11,0.0,0.0,0.0,27.29,13.71,8.33,45.91,CENTRE,42.5,49.6,-7.1,bastion_rn
8302,24.29,21.72,0.0,53.31,4.8,27.45,6.29,40.05,16.63,33.71,21.87,25.69,17.13,0.0,0.0,0.0,24.13,12.03,6.04,52.79,T1_WIN,37.3,56.6,-19.3,bastion_rn
8303,21.75,20.21,8.8,48.48,4.64,27.78,12.6,36.68,14.78,33.91,25.55,23.55,14.77,0.0,0.0,0.0,22.62,14.75,7.34,50.66,FAR_RIGHT,36.3,54.9,-18.6,bastion_rn
8304,17.66,26.23,0.0,56.11,5.28,28.51,4.75,47.92,12.45,32.3,25.22,26.19,12.75,0.0,0.0,0.0,17.77,13.31,6.67,56.68,T1_WIN,33.4,60.0,-26.6,bastion_rn
8305,16.2,22.23,7.92,53.64,4.28,27.28,6.39,48.66,14.11,28.58,25.29,27.12,12.69,0.0,0.0,0.0,17.44,14.27,7.72,55.86,T1_WIN,31.8,60.0,-28.2,bastion_rn
8306,17.97,18.02,6.45,55.27,5.39,24.2,6.26,43.39,17.27,34.21,17.45,25.77,15.0,0.0,0.0,0.0,21.95,11.73,5.27,55.54,T1_WIN,30.6,60.4,-29.8,bastion_rn
8307,21.44,21.29,7.56,49.71,5.23,28.08,11.2,39.69,16.67,31.55,24.52,25.72,16.02,0.0,0.0,0.0,22.9,13.9,6.92,51.87,FAR_RIGHT,36.3,55.8,-19.5,bastion_rn
8308,21.37,15.84,9.25,53.55,5.16,25.51,5.42,41.5,15.77,32.61,25.42,25.42,16.29,0.0,0.0,0.0,22.95,11.96,5.19,53.6,T1_WIN,33.5,59.4,-25.9,bastion_rn
8401,43.83,16.12,3.24,35.94,2.72,22.85,6.91,34.64,31.72,30.09,10.42,24.13,33.49,0.0,0.0,0.0,42.68,10.56,4.47,37.93,LEFT,54.4,39.6,14.8,bascule_probable
8402,25.87,19.4,6.91,47.68,5.06,24.45,10.02,37.97,22.88,29.51,22.6,24.45,18.83,0.0,0.0,0.0,28.42,12.59,5.89,47.9,FAR_RIGHT,39.4,53.2,-13.8,bastion_rn
8403,21.98,17.01,6.24,54.77,4.86,22.02,6.67,44.69,18.54,32.07,13.73,34.02,18.22,0.0,0.0,0.0,24.71,10.13,5.18,55.33,T1_WIN,33.9,59.7,-25.8,bastion_rn
8404,20.56,20.39,4.44,53.4,5.13,25.27,7.67,41.01,18.88,25.24,15.93,19.7,17.46,0.0,0.0,0.0,23.75,11.26,5.33,54.08,FAR_RIGHT,34.0,58.1,-24.1,bastion_rn
8405,27.16,20.29,6.22,46.33,5.21,24.97,17.17,29.57,23.44,33.3,22.77,19.85,20.24,0.0,0.0,0.0,29.87,12.79,5.35,46.21,FAR_RIGHT,41.1,51.7,-10.6,bastion_rn
8501,24.49,41.58,0.0,33.94,3.95,30.65,18.77,21.31,20.9,40.05,27.12,10.25,15.97,0.0,0.0,0.0,29.03,19.12,8.95,37.16,CENTRE,49.4,40.2,9.2,bascule_probable
8502,24.73,38.74,0.0,36.53,5.99,29.94,18.61,22.66,27.4,36.16,22.97,12.94,16.34,0.0,0.0,0.0,28.51,17.98,8.49,39.12,CENTRE,48.0,42.3,5.7,bascule_possible
8503,17.27,34.89,8.72,39.11,4.36,36.07,17.55,23.44,17.86,39.13,28.41,13.91,13.82,0.0,0.0,0.0,24.65,20.27,8.51,41.29,CENTRE,40.6,47.7,-7.1,bastion_rn
8504,19.36,18.46,39.31,22.88,6.69,21.78,41.1,12.1,16.21,74.37,1.44,7.29,13.88,0.0,0.0,0.0,27.67,22.12,10.96,33.81,RIGHT,41.4,40.6,0.8,rn_resistant
8505,21.29,34.84,4.68,39.19,1.01,37.39,12.76,26.91,33.42,32.12,22.08,11.97,15.48,0.0,0.0,0.0,25.45,17.0,8.36,42.49,CENTRE,43.5,46.2,-2.7,rn_resistant
